"ID","Restraint","Injury"
531800,"No Restraint","Fatal"
281204,"No Restraint","Non-incapacitating"
105325,"No Restraint","No Injury"
105180,"No Restraint","Incapacitating"
365871,"No Restraint","Incapacitating"
772330,"Lap-Only Belt","Incapacitating"
977252,"No Restraint","Incapacitating"
448771,"Car Seat","Non-incapacitating"
830789,"No Restraint","Fatal"
544774,"Car Seat","Incapacitating"
520923,"Car Seat","Possible Injury"
756731,"No Restraint","Fatal"
612331,"Lap-Only Belt","Non-incapacitating"
578510,"Lap and Shoulder Belt","Possible Injury"
423335,"Lap and Shoulder Belt","Incapacitating"
527652,"No Restraint","Incapacitating"
918664,"Lap-Only Belt","Non-incapacitating"
945573,"No Restraint","No Injury"
409545,"No Restraint","No Injury"
505187,"Lap and Shoulder Belt","Possible Injury"
847102,"No Restraint","Incapacitating"
316396,"No Restraint","Fatal"
721495,"Car Seat","No Injury"
818394,"No Restraint","Fatal"
261056,"No Restraint","Incapacitating"
988468,"Car Seat","Non-incapacitating"
937533,"Car Seat","No Injury"
609006,"Lap and Shoulder Belt","Fatal"
251673,"Lap-Only Belt","Fatal"
308895,"No Restraint","No Injury"
422618,"No Restraint","Fatal"
104091,"Car Seat","Possible Injury"
666071,"No Restraint","Fatal"
739300,"No Restraint","Incapacitating"
610224,"No Restraint","Incapacitating"
223184,"Car Seat","Incapacitating"
688032,"No Restraint","Non-incapacitating"
442347,"No Restraint","Possible Injury"
363375,"No Restraint","Possible Injury"
294445,"Car Seat","Non-incapacitating"
421157,"Lap-Only Belt","Incapacitating"
400636,"Car Seat","Incapacitating"
384089,"No Restraint","Fatal"
158094,"No Restraint","Fatal"
708561,"Car Seat","No Injury"
912352,"Car Seat","Fatal"
688141,"Lap and Shoulder Belt","No Injury"
440755,"Lap-Only Belt","Incapacitating"
612654,"No Restraint","Incapacitating"
673549,"No Restraint","Fatal"
473921,"No Restraint","Fatal"
580164,"No Restraint","Incapacitating"
976029,"No Restraint","Fatal"
125920,"Car Seat","No Injury"
297644,"No Restraint","Fatal"
201753,"Lap-Only Belt","Possible Injury"
677717,"No Restraint","Incapacitating"
868780,"Lap-Only Belt","Fatal"
785045,"Lap-Only Belt","Non-incapacitating"
880233,"No Restraint","Possible Injury"
127629,"Lap and Shoulder Belt","Fatal"
591558,"No Restraint","Incapacitating"
611846,"Car Seat","Possible Injury"
148430,"No Restraint","Incapacitating"
479479,"No Restraint","Non-incapacitating"
710337,"No Restraint","Incapacitating"
330337,"Car Seat","No Injury"
669576,"No Restraint","Fatal"
336533,"Lap-Only Belt","Fatal"
374152,"Car Seat","Incapacitating"
923911,"No Restraint","Fatal"
662371,"No Restraint","Incapacitating"
840016,"Car Seat","Possible Injury"
764064,"No Restraint","No Injury"
930338,"Car Seat","Non-incapacitating"
936029,"No Restraint","Non-incapacitating"
126079,"No Restraint","Possible Injury"
102102,"Lap and Shoulder Belt","Possible Injury"
444560,"Lap and Shoulder Belt","Possible Injury"
576814,"No Restraint","Incapacitating"
203083,"Lap and Shoulder Belt","No Injury"
631883,"Lap and Shoulder Belt","Possible Injury"
966770,"No Restraint","Incapacitating"
232506,"No Restraint","Fatal"
367957,"Car Seat","Incapacitating"
948906,"No Restraint","Fatal"
794949,"Car Seat","Incapacitating"
841196,"Lap-Only Belt","Non-incapacitating"
570462,"Lap and Shoulder Belt","Non-incapacitating"
622934,"Lap and Shoulder Belt","Non-incapacitating"
587933,"Lap and Shoulder Belt","Non-incapacitating"
628398,"No Restraint","Possible Injury"
525795,"Lap and Shoulder Belt","Fatal"
629391,"Car Seat","Fatal"
536644,"No Restraint","Fatal"
743923,"No Restraint","Fatal"
542000,"No Restraint","Possible Injury"
670176,"Car Seat","Incapacitating"
849093,"No Restraint","Incapacitating"
977734,"Lap and Shoulder Belt","Incapacitating"
152600,"Lap-Only Belt","Possible Injury"
575183,"No Restraint","Incapacitating"
487492,"Lap-Only Belt","Incapacitating"
700441,"Car Seat","No Injury"
591576,"No Restraint","Incapacitating"
871730,"No Restraint","Incapacitating"
579337,"No Restraint","Fatal"
442565,"Lap-Only Belt","Incapacitating"
114992,"No Restraint","Fatal"
117039,"Lap-Only Belt","Possible Injury"
420764,"No Restraint","Possible Injury"
604152,"No Restraint","Possible Injury"
956646,"Lap-Only Belt","Non-incapacitating"
986197,"Lap-Only Belt","Fatal"
943630,"Lap-Only Belt","Non-incapacitating"
840277,"No Restraint","Fatal"
332273,"No Restraint","Incapacitating"
167571,"No Restraint","Fatal"
985495,"No Restraint","Fatal"
507351,"No Restraint","Non-incapacitating"
492520,"Lap and Shoulder Belt","Non-incapacitating"
845697,"Car Seat","Possible Injury"
636166,"No Restraint","Incapacitating"
664945,"Car Seat","Non-incapacitating"
207360,"Lap and Shoulder Belt","Non-incapacitating"
495013,"No Restraint","Fatal"
408341,"No Restraint","Fatal"
432114,"No Restraint","Incapacitating"
907060,"No Restraint","Fatal"
297062,"No Restraint","Incapacitating"
545361,"No Restraint","No Injury"
776063,"No Restraint","Incapacitating"
835291,"No Restraint","Incapacitating"
517204,"Lap-Only Belt","Fatal"
129014,"No Restraint","Fatal"
531146,"No Restraint","Incapacitating"
476921,"No Restraint","Fatal"
729241,"Lap and Shoulder Belt","Possible Injury"
790559,"Lap and Shoulder Belt","Fatal"
687177,"Car Seat","Incapacitating"
861307,"No Restraint","Incapacitating"
208596,"Lap and Shoulder Belt","Possible Injury"
260869,"Car Seat","Fatal"
747339,"No Restraint","Fatal"
172982,"No Restraint","Incapacitating"
207033,"No Restraint","Fatal"
963313,"Lap-Only Belt","No Injury"
645994,"Lap and Shoulder Belt","Incapacitating"
355566,"Lap-Only Belt","Possible Injury"
332120,"No Restraint","Incapacitating"
458650,"Lap and Shoulder Belt","No Injury"
903320,"Car Seat","No Injury"
428262,"No Restraint","Incapacitating"
136028,"No Restraint","Incapacitating"
278963,"No Restraint","Non-incapacitating"
766217,"No Restraint","No Injury"
674086,"Car Seat","Non-incapacitating"
989594,"No Restraint","No Injury"
484040,"No Restraint","Fatal"
279298,"Car Seat","No Injury"
890057,"No Restraint","Fatal"
510394,"Lap and Shoulder Belt","No Injury"
427797,"Lap-Only Belt","No Injury"
883098,"No Restraint","Incapacitating"
586967,"Car Seat","Possible Injury"
223030,"No Restraint","No Injury"
359302,"Lap-Only Belt","Fatal"
762119,"No Restraint","Incapacitating"
699150,"Lap and Shoulder Belt","Incapacitating"
802835,"No Restraint","Fatal"
999365,"Lap and Shoulder Belt","Fatal"
100930,"No Restraint","Fatal"
743168,"Lap and Shoulder Belt","Non-incapacitating"
780950,"No Restraint","Fatal"
768463,"No Restraint","No Injury"
514808,"Car Seat","Non-incapacitating"
141742,"No Restraint","Fatal"
501749,"Lap and Shoulder Belt","Fatal"
965949,"Lap-Only Belt","Possible Injury"
373419,"No Restraint","Fatal"
417392,"No Restraint","Incapacitating"
683609,"No Restraint","Fatal"
545005,"Lap-Only Belt","No Injury"
519533,"No Restraint","Incapacitating"
895558,"Car Seat","Possible Injury"
824385,"No Restraint","No Injury"
823606,"No Restraint","Incapacitating"
186491,"Lap and Shoulder Belt","No Injury"
408385,"No Restraint","Incapacitating"
805980,"Lap-Only Belt","Fatal"
221443,"Car Seat","Fatal"
318833,"Car Seat","Non-incapacitating"
190560,"No Restraint","Incapacitating"
209035,"Lap-Only Belt","Incapacitating"
651842,"No Restraint","Incapacitating"
571661,"No Restraint","Fatal"
974462,"Car Seat","Possible Injury"
410514,"No Restraint","Incapacitating"
936382,"Lap and Shoulder Belt","No Injury"
699277,"No Restraint","Incapacitating"
554675,"No Restraint","Incapacitating"
641650,"No Restraint","Incapacitating"
502818,"Car Seat","Non-incapacitating"
211689,"Car Seat","Fatal"
593867,"No Restraint","No Injury"
966840,"No Restraint","Incapacitating"
359015,"Car Seat","No Injury"
256707,"No Restraint","No Injury"
980811,"No Restraint","No Injury"
402276,"Lap and Shoulder Belt","Non-incapacitating"
958707,"No Restraint","Non-incapacitating"
868784,"Lap and Shoulder Belt","No Injury"
515202,"No Restraint","Incapacitating"
831587,"Car Seat","Fatal"
729569,"Car Seat","Possible Injury"
314196,"Car Seat","Non-incapacitating"
582750,"Car Seat","Non-incapacitating"
446207,"Car Seat","Non-incapacitating"
955787,"Car Seat","Non-incapacitating"
802480,"No Restraint","Fatal"
457606,"No Restraint","Incapacitating"
495208,"Car Seat","Possible Injury"
849745,"No Restraint","Fatal"
825811,"Lap-Only Belt","Incapacitating"
547450,"No Restraint","No Injury"
709333,"No Restraint","Incapacitating"
614556,"No Restraint","Fatal"
847400,"Lap and Shoulder Belt","Non-incapacitating"
212354,"Lap-Only Belt","Incapacitating"
617827,"No Restraint","Fatal"
226840,"No Restraint","Fatal"
831928,"Car Seat","Fatal"
606695,"Lap and Shoulder Belt","Possible Injury"
657076,"Car Seat","No Injury"
145521,"Lap and Shoulder Belt","Incapacitating"
487871,"Lap-Only Belt","Fatal"
459102,"No Restraint","Possible Injury"
678493,"No Restraint","Non-incapacitating"
339103,"Lap-Only Belt","Incapacitating"
388425,"No Restraint","Possible Injury"
427532,"No Restraint","Possible Injury"
305296,"No Restraint","Possible Injury"
280324,"No Restraint","Fatal"
758628,"Lap-Only Belt","Non-incapacitating"
615175,"Lap and Shoulder Belt","Incapacitating"
946573,"No Restraint","Incapacitating"
911858,"Lap-Only Belt","Non-incapacitating"
114053,"Lap and Shoulder Belt","No Injury"
495630,"Car Seat","Possible Injury"
467006,"Lap and Shoulder Belt","Incapacitating"
955013,"No Restraint","Incapacitating"
174426,"No Restraint","Non-incapacitating"
372336,"Lap-Only Belt","Fatal"
369861,"No Restraint","Incapacitating"
630022,"Car Seat","No Injury"
495402,"No Restraint","Incapacitating"
372587,"Car Seat","No Injury"
130515,"Lap and Shoulder Belt","No Injury"
450040,"Car Seat","Non-incapacitating"
171107,"Car Seat","Possible Injury"
598126,"No Restraint","Incapacitating"
745825,"No Restraint","Incapacitating"
767706,"No Restraint","Fatal"
432646,"No Restraint","Possible Injury"
286224,"Car Seat","Non-incapacitating"
890960,"Lap-Only Belt","Fatal"
134921,"Lap-Only Belt","Non-incapacitating"
288795,"No Restraint","Fatal"
725870,"Lap-Only Belt","Fatal"
640564,"No Restraint","Incapacitating"
100865,"Car Seat","Fatal"
730431,"No Restraint","Fatal"
772412,"No Restraint","Possible Injury"
340741,"No Restraint","Incapacitating"
263989,"No Restraint","No Injury"
656402,"No Restraint","Fatal"
830227,"No Restraint","Possible Injury"
492988,"No Restraint","Fatal"
771454,"No Restraint","No Injury"
203372,"Lap and Shoulder Belt","Non-incapacitating"
272444,"Lap and Shoulder Belt","Non-incapacitating"
354244,"Lap and Shoulder Belt","Incapacitating"
179385,"Lap and Shoulder Belt","Incapacitating"
370308,"Lap-Only Belt","Incapacitating"
606023,"Lap-Only Belt","Incapacitating"
104658,"Lap-Only Belt","Incapacitating"
911507,"Car Seat","Fatal"
105891,"Lap and Shoulder Belt","Fatal"
885479,"No Restraint","Possible Injury"
215594,"No Restraint","No Injury"
107559,"Lap and Shoulder Belt","No Injury"
876721,"Car Seat","Incapacitating"
377563,"No Restraint","Incapacitating"
319200,"No Restraint","Fatal"
435721,"Lap-Only Belt","Incapacitating"
912235,"Lap-Only Belt","Non-incapacitating"
799175,"No Restraint","Possible Injury"
978476,"Car Seat","Incapacitating"
905360,"No Restraint","Incapacitating"
500954,"No Restraint","Incapacitating"
653379,"No Restraint","Incapacitating"
599620,"No Restraint","No Injury"
450244,"Lap and Shoulder Belt","Fatal"
946824,"No Restraint","Incapacitating"
741904,"Car Seat","No Injury"
520421,"Car Seat","Non-incapacitating"
826257,"No Restraint","Incapacitating"
149463,"No Restraint","Fatal"
559541,"No Restraint","Fatal"
624534,"No Restraint","Fatal"
360620,"Lap-Only Belt","No Injury"
695930,"Car Seat","Fatal"
189796,"Car Seat","Fatal"
146058,"No Restraint","Fatal"
901598,"No Restraint","Incapacitating"
396999,"Lap and Shoulder Belt","No Injury"
787931,"Car Seat","Fatal"
157441,"Lap-Only Belt","Fatal"
945225,"No Restraint","Possible Injury"
927014,"Car Seat","No Injury"
266850,"Car Seat","Possible Injury"
735116,"Car Seat","Incapacitating"
501591,"Car Seat","No Injury"
496339,"Lap and Shoulder Belt","Fatal"
179716,"No Restraint","Fatal"
360369,"No Restraint","Incapacitating"
896593,"No Restraint","Fatal"
768443,"Lap and Shoulder Belt","Possible Injury"
609882,"Lap and Shoulder Belt","Non-incapacitating"
256525,"Car Seat","No Injury"
370478,"No Restraint","Incapacitating"
343208,"Lap-Only Belt","No Injury"
194189,"No Restraint","Incapacitating"
182200,"No Restraint","Incapacitating"
964696,"Car Seat","Possible Injury"
682960,"Car Seat","Incapacitating"
454781,"No Restraint","Non-incapacitating"
500297,"No Restraint","Possible Injury"
270948,"Lap and Shoulder Belt","Possible Injury"
499558,"No Restraint","Incapacitating"
606532,"Car Seat","No Injury"
465287,"No Restraint","Incapacitating"
453610,"Car Seat","No Injury"
683570,"Lap-Only Belt","Possible Injury"
686339,"No Restraint","Possible Injury"
647332,"No Restraint","Fatal"
514172,"Lap-Only Belt","Possible Injury"
993043,"Car Seat","Possible Injury"
738808,"Lap and Shoulder Belt","Incapacitating"
415694,"No Restraint","Fatal"
783240,"No Restraint","Fatal"
633262,"No Restraint","Incapacitating"
988375,"No Restraint","Possible Injury"
815470,"No Restraint","Fatal"
390405,"Car Seat","Incapacitating"
112211,"No Restraint","Fatal"
119823,"Lap-Only Belt","No Injury"
198672,"No Restraint","Incapacitating"
854967,"Lap and Shoulder Belt","Fatal"
454920,"Lap-Only Belt","Incapacitating"
553572,"No Restraint","Fatal"
648299,"No Restraint","No Injury"
390079,"No Restraint","Fatal"
611514,"Car Seat","No Injury"
549633,"No Restraint","Incapacitating"
504797,"No Restraint","No Injury"
987320,"Lap-Only Belt","Non-incapacitating"
103615,"Lap and Shoulder Belt","No Injury"
869667,"No Restraint","Fatal"
403560,"No Restraint","Fatal"
298596,"No Restraint","Possible Injury"
841620,"No Restraint","Fatal"
824866,"No Restraint","Incapacitating"
787129,"No Restraint","Incapacitating"
900531,"No Restraint","Fatal"
567454,"No Restraint","Fatal"
342312,"No Restraint","Incapacitating"
362352,"Car Seat","No Injury"
199828,"No Restraint","Incapacitating"
672463,"No Restraint","Fatal"
230138,"No Restraint","Incapacitating"
877703,"Lap and Shoulder Belt","Non-incapacitating"
768287,"No Restraint","Incapacitating"
880514,"No Restraint","Incapacitating"
781503,"Car Seat","No Injury"
982461,"Lap and Shoulder Belt","No Injury"
260636,"No Restraint","Possible Injury"
165493,"No Restraint","Non-incapacitating"
734317,"No Restraint","No Injury"
290255,"Car Seat","No Injury"
493686,"No Restraint","Fatal"
671690,"No Restraint","Fatal"
221594,"Lap-Only Belt","Fatal"
395549,"Lap and Shoulder Belt","Incapacitating"
962053,"No Restraint","Possible Injury"
601682,"No Restraint","Non-incapacitating"
943763,"No Restraint","Incapacitating"
320239,"Lap-Only Belt","No Injury"
149563,"No Restraint","Incapacitating"
221793,"No Restraint","Incapacitating"
498398,"No Restraint","Fatal"
466122,"No Restraint","Fatal"
804265,"No Restraint","Fatal"
115636,"Lap-Only Belt","Fatal"
280049,"No Restraint","No Injury"
669245,"Car Seat","Fatal"
592813,"No Restraint","Fatal"
422915,"Car Seat","No Injury"
653600,"Lap-Only Belt","Incapacitating"
639552,"Lap and Shoulder Belt","Incapacitating"
969648,"Lap and Shoulder Belt","Non-incapacitating"
906388,"No Restraint","Fatal"
895146,"No Restraint","Fatal"
590057,"No Restraint","Incapacitating"
912986,"Lap and Shoulder Belt","Fatal"
681408,"Lap and Shoulder Belt","No Injury"
253380,"Lap and Shoulder Belt","Non-incapacitating"
983360,"Lap-Only Belt","Non-incapacitating"
244372,"Lap-Only Belt","Incapacitating"
940324,"No Restraint","Fatal"
272082,"No Restraint","Fatal"
888493,"No Restraint","Incapacitating"
850649,"Car Seat","No Injury"
972862,"Car Seat","Possible Injury"
160906,"No Restraint","Fatal"
197357,"No Restraint","Fatal"
781065,"Lap and Shoulder Belt","Non-incapacitating"
635542,"Lap and Shoulder Belt","Non-incapacitating"
783408,"Lap-Only Belt","No Injury"
725475,"No Restraint","Incapacitating"
557232,"Car Seat","Fatal"
570341,"Lap-Only Belt","Non-incapacitating"
179863,"Lap and Shoulder Belt","Incapacitating"
310494,"Lap and Shoulder Belt","Non-incapacitating"
781667,"No Restraint","Incapacitating"
701497,"No Restraint","Incapacitating"
707514,"Car Seat","Non-incapacitating"
298452,"No Restraint","Possible Injury"
453589,"No Restraint","Incapacitating"
942657,"Car Seat","No Injury"
224028,"No Restraint","Fatal"
366187,"Car Seat","Incapacitating"
720673,"Lap-Only Belt","No Injury"
483245,"No Restraint","Fatal"
422709,"No Restraint","Fatal"
636734,"No Restraint","Incapacitating"
839559,"No Restraint","Possible Injury"
147999,"Lap-Only Belt","Non-incapacitating"
564161,"Car Seat","Incapacitating"
746177,"No Restraint","No Injury"
385151,"No Restraint","Incapacitating"
450374,"No Restraint","Incapacitating"
289489,"No Restraint","Fatal"
923467,"Lap-Only Belt","Non-incapacitating"
307155,"No Restraint","Incapacitating"
440071,"Lap-Only Belt","Incapacitating"
933790,"Lap-Only Belt","Incapacitating"
598278,"No Restraint","Possible Injury"
457894,"Lap-Only Belt","Non-incapacitating"
210384,"No Restraint","No Injury"
638431,"Car Seat","No Injury"
336496,"No Restraint","Incapacitating"
144375,"Car Seat","Possible Injury"
390000,"No Restraint","Possible Injury"
821193,"Lap and Shoulder Belt","No Injury"
884680,"Lap-Only Belt","Non-incapacitating"
689204,"Lap-Only Belt","Non-incapacitating"
637740,"Lap-Only Belt","Possible Injury"
350168,"No Restraint","Incapacitating"
924785,"No Restraint","Fatal"
413962,"No Restraint","Incapacitating"
741622,"No Restraint","Incapacitating"
680810,"Car Seat","Fatal"
895707,"Car Seat","Fatal"
267540,"Lap and Shoulder Belt","Incapacitating"
525446,"Lap and Shoulder Belt","No Injury"
435229,"Car Seat","Incapacitating"
328054,"Lap-Only Belt","Non-incapacitating"
